battery_id,cycle,discharge_capacity,initial_capacity,soh,rul,eol_cycle,mean_voltage,min_voltage,max_voltage,voltage_range,mean_current,max_current,mean_temperature,max_temperature,discharge_duration,ambient_temperature,Re,Rct,battery_impedance,rectified_impedance
B0047,11,1.3885156686114437,1.6743047446975208,82.93088059439815,30,41,3.4418308643708455,2.4919375577484737,4.197306543877358,1.7053689861288839,-0.9527836491780217,0.9987614170997864,8.23497518866995,11.557441727679937,5327.406,4.0,0.0528128215980842,0.1722515233415132,0.08235532725784366,0.1463949776674644
B0047,12,1.3652234669528964,1.6743047446975208,81.53972395267488,29,41,3.4344681780842876,2.4683068422721184,4.19770091242359,1.7293940701514718,-0.949814677088373,0.9997148821455012,8.269239827690175,11.667407771157473,5299.266,4.0,0.0528128215980842,0.1722515233415132,0.08235532725784366,0.1463949776674644
B0047,13,1.4060442272970963,1.6743047446975208,83.97779626140351,28,41,3.430115214310407,2.479195639185483,4.1533796403143945,1.6741840011289115,-0.962374774611937,0.997480494103194,8.236583239584068,11.311016339650983,5367.172,4.0,0.0535342449436397,0.1777073031474945,0.05157402559555606,0.15050216856620768
B0047,14,1.405754161352578,1.6743047446975208,83.96047170054104,27,41,3.442078085056046,2.4933737831605582,4.1809212253928045,1.6875474422322463,-0.9528782892582865,0.9986334774069276,8.16126508624072,11.175603921563273,5406.812,4.0,0.0585849037401347,0.1841540797551404,0.006974092252318251,0.15360771785490163
B0047,15,1.3867662881727878,1.6743047446975208,82.82639660220997,26,41,3.4424678812268277,2.491571322470993,4.198049966629152,1.706478644158159,-0.9497638833815831,0.9987804112417712,8.25301239256121,11.15023736338702,5353.094,4.0,0.0585849037401347,0.1841540797551404,0.006974092252318251,0.15360771785490163
B0047,16,1.3705053061420225,1.6743047446975208,81.85518857796808,25,41,3.4338551425476287,2.471859124111365,4.19764856730434,1.7257894431929754,-0.9517106306260905,0.999389466856038,8.291638340695691,11.81131136026599,5280.031,4.0,0.0585849037401347,0.1841540797551404,0.006974092252318251,0.15360771785490163
B0047,17,1.34974311148236,1.6743047446975208,80.61513985174807,24,41,3.4327517306039357,2.488914813470205,4.1969633661005,1.7080485526302955,-0.9434304652541514,0.9976329826755008,8.318107121376224,11.699803023226297,5248.593,4.0,0.0585849037401347,0.1841540797551404,0.006974092252318251,0.15360771785490163
B0047,18,1.3251533367939785,1.6743047446975208,79.14648399526456,23,41,3.4273855541261473,2.472852533936716,4.196227134476293,1.723374600539577,-0.9400482502771171,0.9979036135281564,8.303021352537922,11.234017863419322,5203.375,4.0,0.0585849037401347,0.1841540797551404,0.006974092252318251,0.15360771785490163
B0047,19,1.3111943869635805,1.6743047446975208,78.31276779905801,22,41,3.4184685184601045,2.4822189935935484,4.176260352394772,1.6940413588012238,-0.9371553622323052,0.9983031482652808,8.32601397527908,11.729632241368254,5166.812,4.0,0.0580894405960351,0.1866897040933544,0.02119970079153373,0.15609986306948476
B0047,20,1.3394234405932892,1.6743047446975208,79.99878426165894,21,41,3.4156755122328164,2.481264290061195,4.199835388165491,1.718571098104296,-0.9234823229846594,0.9989433150461876,8.388106987601862,12.186162994585318,5340.281,4.0,0.0580894405960351,0.1866897040933544,0.02119970079153373,0.15609986306948476
B0047,21,1.2849157142560723,1.6743047446975208,76.74324034052742,20,41,3.4189443106786306,2.487540187711501,4.195847527614419,1.7083073399029183,-0.930472095057463,0.9988068791837494,8.304841644444155,11.147409475641334,5103.0,4.0,0.0580894405960351,0.1866897040933544,0.02119970079153373,0.15609986306948476
B0047,22,1.281719159327807,1.6743047446975208,76.55232199436679,19,41,3.4147835574863517,2.4907582384317,4.195387366763826,1.7046291283321255,-0.9322821459755778,0.9985415333431112,8.319029412369582,11.681014963080823,5051.172,4.0,0.0580894405960351,0.1866897040933544,0.02119970079153373,0.15609986306948476
B0047,23,1.2600051642942829,1.6743047446975208,75.25542576909527,18,41,3.409591730169167,2.493163832069928,4.174064296873529,1.6809004648036008,-0.9267897523084677,0.9978750591581058,8.401755924951388,11.29683746494969,5027.563,4.0,0.0588935611351396,0.2028386183123608,0.005781039566153778,0.15779406152384606
B0047,24,1.266070385993126,1.6743047446975208,75.61767892032425,17,41,3.407645240350967,2.479240941037315,4.194958886516552,1.7157179454792373,-0.9316504925123936,0.999192550425453,8.395347720509116,11.88239860330653,4993.765,4.0,0.0588935611351396,0.2028386183123608,0.005781039566153778,0.15779406152384606
B0047,25,1.2413590294280803,1.6743047446975208,74.14176143019554,16,41,3.407201115194828,2.4915265338912347,4.194794488425212,1.7032679545339775,-0.9255669375549472,0.9986749467627316,8.419292173692186,11.79170575767619,4962.469,4.0,0.0588935611351396,0.2028386183123608,0.005781039566153778,0.15779406152384606
B0047,26,1.2298873703485311,1.6743047446975208,73.4566018667481,15,41,3.402851724115477,2.495727313119633,4.194210512385239,1.6984831992656062,-0.9273633082574366,0.9974120790687706,8.293327119939335,11.72661603963688,4907.859,4.0,0.0588935611351396,0.2028386183123608,0.005781039566153778,0.15779406152384606
B0047,27,1.228088614506696,1.6743047446975208,73.34916886522723,14,41,3.398740761774466,2.4979742120513757,4.19378669081209,1.6958124787607147,-0.9267828902753352,1.0012611494596309,8.49190236531868,12.464631760563272,4888.656,4.0,0.0588935611351396,0.2028386183123608,0.005781039566153778,0.15779406152384606
B0047,28,1.2139857189070042,1.6743047446975208,72.50685532318207,13,41,3.3945066004903923,2.495109477398993,4.1718864589662426,1.6767769815672495,-0.9236824517720293,0.9975908962365796,8.437149776270967,11.863547747838409,4866.25,4.0,0.0606574704180075,0.2139967817848608,0.08600207374184587,0.1712001240693723
B0047,29,1.2173435064564189,1.6743047446975208,72.70740349459761,12,41,3.39192930556013,2.4851956352139384,4.19388971043665,1.708694075222712,-0.9289085100178415,0.9986484518139436,8.429621946088576,12.460832791038596,4836.125,4.0,0.0606574704180075,0.2139967817848608,0.08600207374184587,0.1712001240693723
B0047,30,1.2073445944515917,1.6743047446975208,72.11020564059322,11,41,3.39128980672992,2.4873308484835266,4.193873318394839,1.7065424699113128,-0.9282275865985665,0.9987472813404836,8.46306110156025,12.213639136225725,4801.485,4.0,0.0606574704180075,0.2139967817848608,0.08600207374184587,0.1712001240693723
B0047,31,1.18804049227045,1.6743047446975208,70.95724335924766,10,41,3.3932667889977304,2.488620645344286,4.193344395761288,1.7047237504170023,-0.9244391789678553,0.9988826270225112,8.459204966688853,11.534784991217848,4760.938,4.0,0.0606574704180075,0.2139967817848608,0.08600207374184587,0.1712001240693723
B0047,32,1.186304749886542,1.6743047446975208,70.85357391738499,9,41,3.3838600818009588,2.476969143594387,4.19356398488292,1.7165948412885332,-0.9270544586298616,0.9976143324063644,8.493224799915222,12.42977502748968,4740.907,4.0,0.0606574704180075,0.2139967817848608,0.08600207374184587,0.1712001240693723
B0047,33,1.2613935471028506,1.6743047446975208,75.33834871445302,8,41,3.3866520851320576,2.4790054948940434,4.142510591712848,1.6635050968188048,-0.9460868598841972,0.9986321522662404,8.466232868159803,12.428323073625249,4914.532,4.0,0.0655071824171395,0.2035516081169149,0.0891514948764883,0.1744361434410363
B0047,34,1.2648246158850651,1.6743047446975208,75.5432737015607,7,41,3.402095154295076,2.479600589435018,4.174381011699289,1.6947804222642708,-0.9356871602351079,0.9975353876339268,8.553128334903379,12.48741336421358,4998.656,4.0,0.0640501828485657,0.2030937186647097,0.06299650201740287,0.17293099536383835
B0047,35,1.24664945489822,1.6743047446975208,74.45773888214354,6,41,3.404625504614091,2.46837363838224,4.194961577545829,1.726587939163589,-0.9401469539731849,1.0005201322759871,8.342818484380935,11.343734065329729,4890.015,4.0,0.0640501828485657,0.2030937186647097,0.06299650201740287,0.17293099536383835
B0047,36,1.2333924152795082,1.6743047446975208,73.66594517429576,5,41,3.3977378433240313,2.497016493627855,4.194728577808066,1.697712084180211,-0.9395699773936357,0.9990584594637684,8.481468325698998,12.641653349352346,4842.11,4.0,0.0640501828485657,0.2030937186647097,0.06299650201740287,0.17293099536383835
B0047,37,1.2129250072037692,1.6743047446975208,72.44350295518608,4,41,3.39454078926717,2.4751740867556524,4.194123941573546,1.7189498548178932,-0.9358360923749524,0.9979572313546616,8.425193812256257,11.969937687736325,4798.281,4.0,0.0640501828485657,0.2030937186647097,0.06299650201740287,0.17293099536383835
B0047,38,1.1999106597943647,1.6743047446975208,71.66620435105678,3,41,3.397135252361952,2.499811739255094,4.194413177433493,1.694601438178399,-0.9347239037948782,0.9985176632293312,8.471726206300676,11.438399477589398,4739.188,4.0,0.0640501828485657,0.2030937186647097,0.06299650201740287,0.17293099536383835
B0047,39,1.1902559038393383,1.6743047446975208,71.08956165888245,2,41,3.384557786350807,2.494550023378076,4.172002506353698,1.6774524829756214,-0.9317054169779714,0.9982543809866457,8.510483818712029,12.144441411939049,4733.156,4.0,0.0658333505063299,0.2204415510699875,0.11456701163215977,0.17370443662467472
B0047,40,1.1892563795455853,1.6743047446975208,71.02986378745739,1,41,3.38207924956575,2.477337702429082,4.194068049662567,1.7167303472334852,-0.9431234654151266,1.0001312935854785,8.530222967717657,12.67224284322037,4670.61,4.0,0.0658333505063299,0.2204415510699875,0.11456701163215977,0.17370443662467472
B0047,41,1.167069685125939,1.6743047446975208,69.70473498459693,0,41,3.3808097620789024,2.478325379623597,4.193464344236471,1.715138964612874,-0.9364521415339061,0.9979392762794396,8.420605358837513,11.984785271459067,4635.0,4.0,0.0658333505063299,0.2204415510699875,0.11456701163215977,0.17370443662467472
B0047,42,1.1615348403090369,1.6743047446975208,69.374159273429,0,41,3.382026759648077,2.494831087986124,4.192797311893991,1.697966223907867,-0.9330135422416266,0.999100265494274,8.51215713252602,12.101959002780742,4615.86,4.0,0.0658333505063299,0.2204415510699875,0.11456701163215977,0.17370443662467472
B0047,43,1.1555563844349988,1.6743047446975208,69.01708832245835,0,41,3.376424700878435,2.495678140540268,4.193468094113346,1.6977899535730776,-0.9354455085688509,1.0171989370447034,8.54602737861718,12.396974763839234,4580.75,4.0,0.0658333505063299,0.2204415510699875,0.11456701163215977,0.17370443662467472
B0047,44,1.1488524666097713,1.6743047446975208,68.6166882252563,0,41,3.3729563491800936,2.4729308126474736,4.16991637056524,1.696985557917766,-0.9350017140200774,0.9986136164374132,8.4485741292899,11.455115215105929,4557.406,4.0,0.0687878090911825,0.2136033662022438,0.131981652506515,0.17908818517707586
B0047,45,1.143572986788779,1.6743047446975208,68.30136451625336,0,41,3.378642488252421,2.494578415325497,4.192396921446495,1.6978185061209978,-0.9345624675488318,0.9974310644719284,8.334392904335672,11.39345446641458,4524.032000000007,4.0,0.0687878090911825,0.2136033662022438,0.131981652506515,0.17908818517707586
B0047,46,1.1418015379428537,1.6743047446975208,68.19556246011422,0,41,3.370172138170829,2.492546798627854,4.192623205881946,1.7000764072540924,-0.9405823229183861,0.9979515372361276,8.548983420432004,12.6352725981059,4502.938,4.0,0.0687878090911825,0.2136033662022438,0.131981652506515,0.17908818517707586
B0047,47,1.136058647502255,1.6743047446975208,67.85256095702546,0,41,3.367920943746027,2.4752083843332136,4.1933895299679325,1.718181145634719,-0.940166082376245,0.9976588428393416,8.545644001542279,12.45444631401429,4483.094,4.0,0.0687878090911825,0.2136033662022438,0.131981652506515,0.17908818517707586
B0047,48,1.1236364680969286,1.6743047446975208,67.11063034704141,0,41,3.3731133787458676,2.4974098896142385,4.192510832064287,1.6951009424500487,-0.9385550163357156,0.9980113940759702,8.530684068571667,12.18400994607025,4448.36,4.0,0.0687878090911825,0.2136033662022438,0.131981652506515,0.17908818517707586
B0047,49,1.1320498900328944,1.6743047446975208,67.61313277156185,0,41,3.3570684734893477,2.470530852621601,4.1689267149519535,1.6983958623303526,-0.9458548848985765,0.9999712649338626,8.5880890540764,12.849012968534735,4440.531,4.0,0.067042457422244,0.2239461958000678,0.10918463049569802,0.17943700610969637
B0047,50,1.117010176215815,1.6743047446975208,66.71486655899155,0,41,3.3691516897861753,2.4800604125308974,4.191753022543457,1.7116926100125598,-0.9389122330771017,0.9974683513415104,8.520717953543993,11.44307926801482,4416.547,4.0,0.067042457422244,0.2239461958000678,0.10918463049569802,0.17943700610969637
B0047,51,1.120043039721982,1.6743047446975208,66.89600822485447,0,41,3.3578225461504885,2.482310382215253,4.192116566565046,1.7098061843497931,-0.9483861774789661,0.998613125908309,8.509426489984776,12.895633770945397,4382.937,4.0,0.067042457422244,0.2239461958000678,0.10918463049569802,0.17943700610969637
B0047,52,1.1059773445917065,1.6743047446975208,66.05591652859539,0,41,3.3676285575809373,2.499914991218416,4.192241727517348,1.6923267362989316,-0.9414049088928775,1.000314056557349,8.454153696786289,11.573902587010837,4347.453,4.0,0.067042457422244,0.2239461958000678,0.10918463049569802,0.17943700610969637
B0047,53,1.1907902374762016,1.6743047446975208,71.12147542121009,0,41,3.372493003925355,2.47468810834507,4.151696493245396,1.677008384900326,-0.9331169601303769,0.9989815716960124,8.476574571858773,11.984288635557064,4746.5,4.0,0.067687003462409,0.2222905077928191,0.1919528306912756,0.18425302002659158
B0047,54,1.2012387088454022,1.6743047446975208,71.74552378530214,0,41,3.382136756328252,2.4936019875098454,4.173641970261601,1.6800399827517554,-0.9478477265636571,0.997917941666946,8.567006275916873,12.836265571184011,4679.156,4.0,0.0706810853533824,0.1952852162273827,0.10573280871724008,0.17333520816323666
B0047,55,1.1906909549024802,1.6743047446975208,71.11554564205633,0,41,3.383822718764627,2.4794043785439617,4.194390827243979,1.7149864487000177,-0.956443523785203,0.9980570526982784,8.607327084258758,12.655987301395294,4596.578,4.0,0.0706810853533824,0.1952852162273827,0.10573280871724008,0.17333520816323666
B0047,56,1.1764375730308343,1.6743047446975208,70.26424411425586,0,41,3.3860339727551585,2.495823360233662,4.194161811786053,1.6983384515523907,-0.9528668500629852,1.0010833967174453,8.707959029152644,12.20963360823446,4544.641,4.0,0.0706810853533824,0.1952852162273827,0.10573280871724008,0.17333520816323666
B0047,57,1.1628110372792353,1.6743047446975208,69.45038177558939,0,41,3.3841395923852935,2.4834980820953168,4.194190653204952,1.7106925711096355,-0.9523529313575727,0.9969202436286994,9.003534328496398,12.780134013784457,4526.938,4.0,0.0706810853533824,0.1952852162273827,0.10573280871724008,0.17333520816323666
B0047,58,1.1516152840582583,1.6743047446975208,68.78170104369552,0,41,3.3827771801616184,2.4920392941768497,4.194292935889806,1.702253641712956,-0.9518066439769568,0.997543073671386,9.02852617906244,12.658108002877777,4487.438,4.0,0.0706810853533824,0.1952852162273827,0.10573280871724008,0.17333520816323666
B0047,59,1.1583673498348623,1.6743047446975208,69.18497683909584,0,41,3.364536091766799,2.488243242390158,4.146356741131726,1.6581134987415678,-0.9517057744990748,0.9975286494682144,9.027729535660669,13.24936801902594,4513.312,4.0,0.0721616439691655,0.2134680518392546,0.14385290560432967,0.17980988274592874
B0047,60,1.1692285288386206,1.6743047446975208,69.83367469640976,0,41,3.3787603150369994,2.498187334581169,4.172368631167838,1.6741812965866685,-0.9457722537487265,1.006932903094604,9.071608131387514,13.102537521023756,4568.438,4.0,0.0720657836981216,0.216996572598658,0.11581022163065469,0.17785201290744157
B0047,61,1.1588148476218465,1.6743047446975208,69.2117042188277,0,41,3.38042492580436,2.4982213366801296,4.193697451503613,1.6954761148234838,-0.9517682668620395,0.9983451614477944,9.050284055951,13.019156020970016,4499.656,4.0,0.0720657836981216,0.216996572598658,0.11581022163065469,0.17785201290744157
B0047,62,1.1439588147705455,1.6743047446975208,68.3244085877098,0,41,3.3757552328187086,2.4715997205282143,4.193432136090228,1.7218324155620133,-0.9577750037054298,0.9976242692758268,8.986064263951343,12.612257184300963,4430.984,4.0,0.0720657836981216,0.216996572598658,0.11581022163065469,0.17785201290744157
B0047,63,1.1383941068159398,1.6743047446975208,67.99204926231046,0,41,3.3744651760728988,2.4972991957929973,4.193707973256604,1.6964087774636067,-0.9541869981546398,0.99985435313252,9.036875447987502,12.968805846071126,4411.141,4.0,0.0720657836981216,0.216996572598658,0.11581022163065469,0.17785201290744157
B0047,64,1.2213102850395667,1.6743047446975208,72.94432443719845,0,41,3.3850807989789566,2.475863858583421,4.166980224197571,1.6911163656141501,-0.9269695970852067,0.9974759876799106,9.095394308322597,13.123905320087225,4883.312,4.0,0.07280052727114,0.2167410015359882,0.16243077602682285,0.18419574977020614
B0047,65,1.2031062978889062,1.6743047446975208,71.8570679381464,0,41,3.3900890450634233,2.482088014003299,4.175112042490111,1.6930240284868123,-0.9526683776410486,0.9988968847011238,9.009063913586548,13.179418154583676,4663.907,4.0,0.0727832837778209,0.2152059866676978,0.15350448033472217,0.18112171046241565
B0047,66,1.1897147112197684,1.6743047446975208,71.05723823500851,0,41,3.3919885847746993,2.484545959502679,4.195168632438667,1.7106226729359877,-0.9591403423116251,0.998023029768851,8.958051495293551,12.742282067813369,4581.328,4.0,0.0727832837778209,0.2152059866676978,0.15350448033472217,0.18112171046241565
B0047,67,1.177422568842014,1.6743047446975208,70.32307425341058,0,41,3.3862399608298266,2.481724014979985,4.19482784099826,1.7131038260182745,-0.9554277687381623,0.998068559065162,8.972563208541265,13.23162562344335,4553.031,4.0,0.0727832837778209,0.2152059866676978,0.15350448033472217,0.18112171046241565
B0047,68,1.158443027293818,1.6743047446975208,69.18949677247087,0,41,3.383817098626054,2.475682459777723,4.194470276921028,1.7187878171433053,-0.9577201485364993,1.000419995099013,9.037146843138395,12.857920538298638,4486.5,4.0,0.0727832837778209,0.2152059866676978,0.15350448033472217,0.18112171046241565
B0047,69,1.1567087516841796,1.6743047446975208,69.08591493558421,0,41,3.3818846696550433,2.4992087242533025,4.194180006661532,1.6949712824082295,-0.9573123780210179,0.9976414843513568,9.009035929017505,12.67528068575023,4450.625,4.0,0.0727832837778209,0.2152059866676978,0.15350448033472217,0.18112171046241565
B0045,1,1.0819793880779518,1.0819793880779518,100.0,16,17,3.3507147228969534,1.990881848788414,4.203467627142882,2.2125857783544687,-0.6795680439600006,1.009116495266992,9.485217152757082,15.71039018923076,6436.141,4.0,0.065086717668146,0.2144103420624745,0.2658548673292079,0.17399584259768996
B0045,2,0.927952404748273,1.0819793880779518,85.76433294137931,15,17,3.343710562419324,1.987597263698,4.16699885717682,2.17940159347882,-0.6847946624076122,1.0087426406516653,9.412485833762908,16.327881769438125,5650.265,4.0,0.065086717668146,0.2144103420624745,0.2658548673292079,0.17399584259768996
B0045,3,0.885193608411576,1.0819793880779518,81.81242805226174,14,17,3.357113032625278,1.9885380767186824,4.187894400053388,2.1993563233347055,-0.6646163130202214,1.0090556479293218,9.14441346005273,16.190453016227536,5590.907,4.0,0.065086717668146,0.2144103420624745,0.2658548673292079,0.17399584259768996
B0045,4,0.8581010699478283,1.0819793880779518,79.30844888571998,13,17,3.358646172572514,1.969241613952096,4.188401226248918,2.219159612296822,-0.6509315601298676,1.007865061542852,9.074180330499932,16.44564599364816,5543.61,4.0,0.065086717668146,0.2144103420624745,0.2658548673292079,0.17399584259768996
B0045,5,0.8409352213456689,1.0819793880779518,77.72192618562926,12,17,3.3660643885240518,1.9830542841988097,4.188303916193977,2.2052496319951675,-0.6402275004489041,1.0092390728045402,9.063698357219925,16.652821920677077,5499.046,4.0,0.065086717668146,0.2144103420624745,0.2658548673292079,0.17399584259768996
B0045,6,0.8245471942901911,1.0819793880779518,76.20729224379514,11,17,3.367910347978234,1.980464521626357,4.18828020412361,2.2078156824972535,-0.6317025380405665,1.0082097757590034,9.076577071060372,16.626045153527933,5461.219,4.0,0.065086717668146,0.2144103420624745,0.2658548673292079,0.17399584259768996
B0045,7,0.7935960418803983,1.0819793880779518,73.34668761945244,10,17,3.357745333360116,1.9822192378370669,4.115223647482973,2.133004409645906,-0.6176226155232352,1.0081874076413238,9.265023738219778,16.231693733501764,5451.281,4.0,0.0649676213639743,0.2113722499969527,0.23444821096604113,0.16737567223987476
B0045,8,0.8183676087159205,1.0819793880779518,75.6361551553846,9,17,3.3696607473704705,1.9987122390470569,4.166319111887713,2.167606872840656,-0.627554191403777,1.0098943079946223,9.339350112299787,16.185673883928935,5468.062,4.0,0.065834534585151,0.2248199871981467,0.3106038052326413,0.17434102613494917
B0045,9,0.7977644276409412,1.0819793880779518,73.73194318036916,8,17,3.3747312015520436,1.97927314966301,4.188858082816243,2.2095849331532333,-0.6227956362441027,1.0088447706775023,9.308634523153344,16.52621032903044,5411.297,4.0,0.065834534585151,0.2248199871981467,0.3106038052326413,0.17434102613494917
B0045,10,0.7993777411831636,1.0819793880779518,73.88105078445099,7,17,3.381799182114607,1.9640518711887227,4.189052979187811,2.2250011079990886,-0.6164358149352739,1.008540571989902,9.254145206672922,15.196414604557985,5369.703,4.0,0.065834534585151,0.2248199871981467,0.3106038052326413,0.17434102613494917
B0045,11,0.7783107440628891,1.0819793880779518,71.93397144519497,6,17,3.385176591409285,1.9965583229383292,4.189280705297697,2.1927223823593676,-0.6124951744838439,1.0084157672653469,9.291749311540086,16.354435553014117,5327.406,4.0,0.065834534585151,0.2248199871981467,0.3106038052326413,0.17434102613494917
B0045,12,0.7803738231239117,1.0819793880779518,72.124647818863,5,17,3.3813096388474886,1.9676140964966768,4.189527524041756,2.221913427545079,-0.6120748119063896,1.0088566807748427,9.310447961834724,15.57016420519042,5299.266,4.0,0.065834534585151,0.2248199871981467,0.3106038052326413,0.17434102613494917
B0045,13,0.7713058245640294,1.0819793880779518,71.28655435240697,4,17,3.3490369985986668,1.98770164017674,4.097057578524458,2.109355938347718,-0.6158982943710155,1.0080424431902402,9.29775486780575,16.481904111846188,5367.172,4.0,0.0663305435341286,0.226688422968848,0.2593372545285238,0.17560442752772104
B0045,14,0.795279016979026,1.0819793880779518,73.50223356766291,3,17,3.3694542187312684,1.99572402940065,4.166427487441078,2.1707034580404283,-0.625377064856349,1.0087189699625896,9.245632947295453,16.686364651804713,5406.812,4.0,0.0662571640532643,0.20403871987566,0.26448451521117694,0.16822664324646167
B0045,15,0.7824128169919247,1.0819793880779518,72.31309816186214,2,17,3.3771129586319466,1.9723902186884,4.189116912804917,2.2167266941165176,-0.6180221346577055,1.010914036070883,9.21860683892004,16.527315358470222,5353.094,4.0,0.0662571640532643,0.20403871987566,0.26448451521117694,0.16822664324646167
B0045,16,0.7649414992231182,1.0819793880779518,70.69834302314894,1,17,3.382104218416538,1.976007577264544,4.189394418073402,2.213386840808858,-0.6121745879630046,1.008249683063318,9.19413015419709,16.325076195754107,5280.031,4.0,0.0662571640532643,0.20403871987566,0.26448451521117694,0.16822664324646167
B0045,17,0.7544899426779375,1.0819793880779518,69.73237669695607,0,17,3.3859954600090036,1.9786838559411903,4.189251613691141,2.210567757749951,-0.6064321892488668,1.0084247134366529,9.188267060937262,16.18780234880546,5248.593,4.0,0.0662571640532643,0.20403871987566,0.26448451521117694,0.16822664324646167
B0045,18,0.7504048978314295,1.0819793880779518,69.35482377020718,0,17,3.3830345538672018,1.9866467601774969,4.18999236240837,2.2033456022308733,-0.6063996219926951,1.007946613751651,9.211910760834266,16.54868871782283,5203.375,4.0,0.0662571640532643,0.20403871987566,0.26448451521117694,0.16822664324646167
B0045,19,0.7407258109620256,1.0819793880779518,68.46025156522295,0,17,3.37881379914347,1.9915335628511552,4.165973150657214,2.1744395878060585,-0.6022530715841198,1.0076971244709267,9.15685740939557,15.893386512216576,5166.812,4.0,0.0677762743960447,0.2253467282921095,0.3630818862900661,0.1827779213788005
B0045,20,0.7308525593793626,1.0819793880779518,67.54773403564208,0,17,3.389059266953008,1.9935644864605024,4.195641973763218,2.2020774873027156,-0.5861859230293525,1.0082380238297786,9.104538013834128,16.273556126855052,5340.281,4.0,0.0677762743960447,0.2253467282921095,0.3630818862900661,0.1827779213788005
B0045,21,0.7287255851177903,1.0819793880779518,67.3511522629199,0,17,3.3783919657677504,1.9937078109097683,4.189381114418313,2.1956733035085447,-0.6037251705699035,1.008015294958034,9.196243634400288,16.57769275391533,5103.0,4.0,0.0677762743960447,0.2253467282921095,0.3630818862900661,0.1827779213788005
B0045,22,0.7161023377036263,1.0819793880779518,66.1844713119465,0,17,3.3779346242690624,1.984098818516829,4.189726548094093,2.205627729577264,-0.6039804007945984,1.0101830059414636,9.224293881462565,16.451931737613187,5051.172,4.0,0.0677762743960447,0.2253467282921095,0.3630818862900661,0.1827779213788005
B0045,23,0.7129204834988017,1.0819793880779518,65.89039415669895,0,17,3.3727225247575885,1.9818309446595743,4.166289777836687,2.1844588331771133,-0.6017545658130975,1.0094830851519123,9.239291915944644,16.660404158556567,5027.563,4.0,0.0698056336440426,0.2313917989646665,0.41127543752953544,0.18441571125944822
